iteration,random_obj0_mean,random_obj0_stde,random_obj1_mean,random_obj1_stde,deap_obj0_mean,deap_obj0_stde,deap_obj1_mean,deap_obj1_stde,gryffin_adam_obj0_mean,gryffin_adam_obj0_stde,gryffin_adam_obj1_mean,gryffin_adam_obj1_stde,gryffin_genetic_obj0_mean,gryffin_genetic_obj0_stde,gryffin_genetic_obj1_mean,gryffin_genetic_obj1_stde,gpyopt_obj0_mean,gpyopt_obj0_stde,gpyopt_obj1_mean,gpyopt_obj1_stde
72,0.9396965426206588,0.002087138066542819,0.005361351842751649,0.000190905848277706,0.9367307019233704,0.0020051026252403616,0.006133357954104797,0.0003213586654302006,0.9347681069374084,0.002143297004508512,0.003311699601682411,0.00012360786301401705,0.9332965797185898,0.002072937820931741,0.002877332688875864,0.00011599449650344983,0.9367679446935654,0.0019823235632627236,0.007119413032780682,0.0005082130552441483
73,0.9404020369052887,0.0020874765115019185,0.005311099964806232,0.00018755745507232342,0.9372639989852906,0.0019936988526986217,0.006118678418399528,0.0003208452369068587,0.9347479057312011,0.002126911671747787,0.003273362208287159,0.00012177033976719545,0.9326206243038178,0.002031491215836034,0.00285296464393962,0.00011367850280243709,0.9371924501657486,0.0019617181583014317,0.007118328351751101,0.0005082501713143664
74,0.9404020369052887,0.0020874765115019185,0.005311099964806232,0.00018755745507232342,0.9375357258319855,0.0020158596028362575,0.006089638282684088,0.00032114027384432827,0.9347479057312011,0.002126911671747787,0.003273362208287159,0.00012177033976719545,0.932257798910141,0.002048436495870426,0.0028319340959519217,0.00011040183744909968,0.9376756232976914,0.0020041545570072244,0.007102301892465521,0.0005073463538039132
75,0.9404020369052887,0.0020874765115019185,0.005311099964806232,0.00018755745507232342,0.9377629548311234,0.002050237912787408,0.006062445507983429,0.0003204953768753682,0.9350332570075989,0.0020837652611295147,0.0032398074078588035,0.00011974080802108948,0.9323724490404129,0.0020951913927623493,0.0028026112661919305,0.00010638318921310497,0.9381631308794022,0.0020125419585037747,0.007089960474995149,0.0005061380252995877
76,0.9406290227174758,0.002112588215005658,0.005280274844586831,0.00018795377011706643,0.93613514482975,0.002185105885688932,0.00592796293449658,0.00031476632717556487,0.9350731909275055,0.0020833425132634263,0.003232768104827354,0.00011913051253857004,0.9320676589012146,0.002065782340051421,0.0027855134536939746,0.00010401950304447395,0.9375180625915527,0.002018302513669097,0.007084352431147819,0.0005057626846062221
77,0.9406290227174758,0.002112588215005658,0.005280274844586831,0.00018795377011706643,0.9358748823404313,0.0021837589714603822,0.005904863188241935,0.0003155243004091966,0.9356044286489487,0.002068674452070729,0.003205895917831882,0.00011736475549628171,0.9324351841211319,0.002044432099745802,0.0027550534106813617,0.00010313464200994804,0.9365796947479248,0.0019763350420721943,0.0070711737691235,0.0005064641724050196
78,0.9404005044698716,0.0021270144152185913,0.005119563261733569,0.00018008445779911844,0.9363941287994385,0.002193147196316933,0.0058597841451663545,0.00031349797018414535,0.9353893804550171,0.002048019789311959,0.003183795822450982,0.00011457289196501273,0.9324351841211319,0.002044432099745802,0.0027550534106813617,0.00010313464200994804,0.9369353783130646,0.0019963752370005397,0.007066813929224548,0.0005062968566144194
79,0.939772498011589,0.002117942800932152,0.005103812788137252,0.00017966751326144105,0.935420635342598,0.0021849021167976075,0.0058428137359485995,0.00031353190935942313,0.9350646513700486,0.0020601703108295063,0.003177712667783245,0.00011441174994824013,0.9319253313541412,0.002017013679669776,0.0027361957733426064,0.00010065294542292777,0.9361487984657287,0.002011369585913337,0.007033118710818301,0.0005062195033194248
80,0.9395739895105362,0.002126582920210124,0.005086228933167886,0.00017875010213461742,0.9351995503902435,0.002157744002747935,0.005780380612465098,0.00031138931930155955,0.9349436801671982,0.002059929356711568,0.0031645505443704263,0.00011494104568161682,0.9319253313541412,0.002017013679669776,0.0027361957733426064,0.00010065294542292777,0.9368728756904602,0.0020472870000105333,0.0070039534957585395,0.0005067520344998232
81,0.9392866975069046,0.002106219208633388,0.004996476266646426,0.0001669787655070756,0.9346282386779785,0.0020804587593919437,0.005718801741593724,0.0003085775114890725,0.9353492361307144,0.0020775817723937577,0.0031613476267414353,0.00011502746521445705,0.9319667059183121,0.0020489804122402148,0.0027241261899512014,9.67158414847523e-05,0.9366893154382706,0.0020291319741984107,0.006989939635824798,0.0005069609426030842
82,0.9387711066007615,0.002106335609710483,0.0049518590641243875,0.000160904291702781,0.9350096416473389,0.0020604330748080052,0.005700095992734483,0.0003067764915210824,0.9354649072885514,0.002064633876177657,0.0031530032915743095,0.00011450173386804674,0.9319667059183121,0.0020489804122402148,0.0027241261899512014,9.67158414847523e-05,0.9358798295259476,0.0020114092858582876,0.006962754035704525,0.0005072747598346231
83,0.9387711066007615,0.002106335609710483,0.0049518590641243875,0.000160904291702781,0.9355987942218781,0.0020401790541644555,0.005641146798638423,0.00030229643705454763,0.9346231609582901,0.002053521220035437,0.003136276564529422,0.00011252070182244017,0.9310704517364502,0.0020008823704525955,0.002711532402540926,9.388946769514195e-05,0.9369328659772873,0.001972711977942862,0.006947782629468544,0.0005078503589671973
84,0.9390196239948273,0.0021351450339405706,0.004943567766559775,0.0001616040417717278,0.9357340466976166,0.0020310744273878746,0.005599691848264549,0.0003003267716885365,0.9352616459131241,0.0020525985244755733,0.0031249038490108695,0.00011099746576320613,0.9310704517364502,0.0020008823704525955,0.002711532402540926,9.388946769514195e-05,0.9377601361274719,0.001998178134463184,0.0069344333131117234,0.0005080861829848785
85,0.9390196239948273,0.0021351450339405706,0.004943567766559775,0.0001616040417717278,0.9363211244344711,0.0020321917580719113,0.0055751459559038215,0.00029693076354391147,0.9344940799474716,0.0020605367437648925,0.00311760083374043,0.00011106217310427123,0.9304233771562577,0.001933653697279054,0.0027013978061074585,9.379094900063558e-05,0.9382795417308807,0.0020181359563853545,0.006914392625586383,0.0005079334848465296
86,0.9390196239948273,0.0021351450339405706,0.004943567766559775,0.0001616040417717278,0.9365457528829575,0.0020098605286367572,0.005563485199516135,0.0002963397662107284,0.9340763527154923,0.002036811125157004,0.0031024199934775202,0.0001108388210883827,0.9304233771562577,0.001933653697279054,0.0027013978061074585,9.379094900063558e-05,0.9386267918348312,0.002035841910396256,0.0069077520850165655,0.0005079552914474776
87,0.9390196239948273,0.0021351450339405706,0.004943567766559775,0.0001616040417717278,0.9367271912097931,0.0020513533646741413,0.005549853003350135,0.00029585397678089396,0.9340151369571685,0.002034736611928542,0.003067484360381518,0.0001090835787816172,0.9307890439033508,0.001961891813439075,0.002693264937665523,9.38738977662144e-05,0.9381505578756333,0.0020251236088033122,0.006902897003036776,0.0005078467518081238
88,0.9388432198762894,0.0021294821602089913,0.004904776361250643,0.00015896752026262685,0.9369858688116074,0.0019810778756152547,0.0055107071995403635,0.00029791359825295143,0.9342352837324143,0.0020314153753672798,0.003064955350151759,0.00010886485764050684,0.9310569262504578,0.0019841053681074047,0.002692700031418013,9.35662380484572e-05,0.9372395020723343,0.0020376772072612974,0.006893570543343151,0.0005085284085872952
89,0.9388432198762894,0.0021294821602089913,0.004904776361250643,0.00015896752026262685,0.936887173652649,0.0019639478631691093,0.005477150745956888,0.00029842302301969,0.9338096076250076,0.00199441381898623,0.0030412052010049756,0.00010913765890769399,0.9318435424566269,0.001987434142279783,0.0026848211469532152,9.178228713960252e-05,0.937762570977211,0.002011766251766978,0.006871103051587117,0.0005093778738785413
90,0.9384311437606812,0.002125047518531629,0.004897994572167375,0.00015716626242040253,0.9373031061887741,0.0019853165694612815,0.005417668041408787,0.00029881847515785627,0.9338096076250076,0.00199441381898623,0.0030412052010049756,0.00010913765890769399,0.9314634758234024,0.001968425918111105,0.0026716480730740177,8.52051184959963e-05,0.9377555429935456,0.002011211595880666,0.006867420863839966,0.0005097098716644182
91,0.938314505815506,0.0021338957356560537,0.004855004990266165,0.00015177014811563441,0.937482368350029,0.0020020017496692544,0.005400529530002597,0.0002991575460495823,0.9344124001264572,0.0020928256580676503,0.0030307431387920185,0.00010909570698031386,0.9316119086742402,0.001963669918011651,0.002666379706229665,8.551924989621774e-05,0.9376901042461395,0.0020131860413358594,0.006866314444891883,0.0005097281574861413
92,0.9384901452064515,0.0021419000619159125,0.00482765493654583,0.000147876464145733,0.9371297883987427,0.002031025915582773,0.00538361751346473,0.0003001826379266151,0.934454756975174,0.002050501172754053,0.003014735028349569,0.00010658901450662845,0.9319551718235016,0.0019774001785825717,0.002656568785431783,8.169020385550649e-05,0.9373671662807465,0.001994810179126407,0.006863415198998013,0.000509496335523464
93,0.9384901452064515,0.0021419000619159125,0.00482765493654583,0.000147876464145733,0.9373682290315628,0.002061036722077484,0.005360253964594156,0.0003005949258684986,0.9343223798274994,0.0020727298905762834,0.0030033781117762854,0.00010539660549364511,0.9325195318460464,0.001988094941684537,0.0026531914831417064,8.165637130047888e-05,0.9371782439947128,0.002009059044084869,0.0066979073628942185,0.0005020534545885596
94,0.9388052016496659,0.0021334719350308506,0.004797617496467951,0.00014006879606417546,0.9374116486310959,0.002039224726974414,0.005312823916264687,0.00029820938362242546,0.9342731100320816,0.002077610118410591,0.002993878155491888,0.00010486879392235852,0.9325195318460464,0.001988094941684537,0.0026531914831417064,8.165637130047888e-05,0.9374413734674454,0.00198517231371202,0.006596041652789097,0.0004859396099500451
95,0.9383863639831543,0.002144763664713053,0.004791459819656229,0.00013966715134923388,0.9367955785989761,0.0020252629251554933,0.005301760474812611,0.0002975903986693044,0.9337554681301117,0.002073227347652796,0.00296409940838525,0.00010358452039373531,0.9325011891126632,0.0019869760947135552,0.002646350846503451,8.15688541982085e-05,0.9373329335451126,0.0019714177736457573,0.00659240199022188,0.000486069193983681
96,0.938791493177414,0.002138366958555863,0.004680679457781022,0.00012042943554366173,0.9365245944261551,0.002022771962154645,0.00529586388340055,0.0002955936518799763,0.9337554681301117,0.002073227347652796,0.00296409940838525,0.00010358452039373531,0.9325011891126632,0.0019869760947135552,0.002646350846503451,8.15688541982085e-05,0.936629518866539,0.00195759046482338,0.006590173107567788,0.0004861811738181529
97,0.9390772664546967,0.0021336869108706407,0.004670112543524997,0.00012057226405793869,0.936434006690979,0.0020149203923375764,0.005287721294780599,0.0002948855822138305,0.9335780811309814,0.002104696563949236,0.002951828796946845,0.00010339930384519994,0.9333681178092956,0.002015015333597175,0.0026310498775186262,7.898624191115783e-05,0.9360625231266022,0.0019868892161169225,0.006581117811287691,0.00048647454569586337
98,0.9390772664546967,0.0021336869108706407,0.004670112543524997,0.00012057226405793869,0.9366334187984466,0.0020594606851272994,0.00527840743608256,0.0002949037002722755,0.9335780811309814,0.002104696563949236,0.002951828796946845,0.00010339930384519994,0.9333681178092956,0.002015015333597175,0.0026310498775186262,7.898624191115783e-05,0.9360625231266022,0.0019868892161169225,0.006581117811287691,0.00048647454569586337
99,0.9390772664546967,0.0021336869108706407,0.004670112543524997,0.00012057226405793869,0.9366627132892609,0.002083732559867074,0.005256235602823431,0.000292687966810461,0.932041785120964,0.0020153535838872516,0.0029444205378868454,0.00010334389003896055,0.9325638800859452,0.0020519614212285253,0.002617138229630556,7.631212292920802e-05,0.9355978065729141,0.0019457225332760132,0.0064946551028840305,0.00048540889980391307
100,0.9385231190919876,0.0021443182169661647,0.004653214091890941,0.00012104802756994834,0.9366136485338211,0.002116635988936937,0.005239586165234175,0.0002935421528818878,0.932041785120964,0.0020153535838872516,0.0029444205378868454,0.00010334389003896055,0.9328346300125122,0.002066184894383981,0.0026167487878215588,7.626860195927924e-05,0.9362292516231537,0.001991404595659256,0.006467541758697865,0.00048581316789345465
